id,text,label,label_binary
1919,All screens support copy and paste.,F,F
1920,"System supports administrator-programmable and user-programmable macros and/or keyboard shortcuts. Shortcut keys shall be assigned to macros (e.g. 'Insert Field') or to text strings. Macros are centrally managed on server, can be imported from and exported to individual users, and can be restricted for use and/or editting only through  centrallymanaged permissions.",F,F
1921,"Staff can create each customized toolbar of icons used for editing and cataloging functions, such as Insert Row, Delete Row.",F,F
1922,"Patron error messages are specific and unambiguous. For example, if each hold request is unsuccessful, the error message shall say why (hold limit reached, no available copies, etc.).",F,F
1923,support centralized and distributed acquisitions processes,F,F
1924,individual and shared staff login accounts,F,F
1925,keyboard macros and shortcuts,F,F
1926,wildcard searches,F,F
1927,unlimited number of temporary record sets,F,F
1928,"Software must facilitate validation of ordering, receiving, and invoicing processes using validated data, to satisfy auditor requirements",F,F
1929,The system supports each unlimited number of funds. Funds can be grouped into multiple hierarchies. Multiple funds can be used in each single order. Fund balances are visible to selectors and updated in real time. The system triggers each alert when fund balances go below each configurable level. Money can be transferred between funds with appropriate privileges. Inactive funds can be deleted with appropriate privileges,F,F
1930,Ability to encumber and disencumber funds in multiple fiscal years,F,F
1931,Ability to create each unlimited number of distribution formulas and create distribution formula templates based on different library and collection criteria. Ability to apply each distribution formula to each order record. Ability to track use of distribution formulas.,F,F
1932,"Patron request status is tracked in patron account; patrons receive notices (by email and only by  account messages) when item is ordered or rejected, and when item is received.",F,F
1933,Order records include each field showing the history of decisions made with regard to selection or rejection. This history is accessible in selection lists and only through  queries and reports,F,F
1934,Automated claiming system for each types of materials (including serials). ,NF,NF
1935,Order templates predefine specific field values in order record; templates can be created only by  each technician and can be shared between technicians; unlimited number of templates per technician. Templates shall be applied to each ordering interfaces including Serials.,F,F
1936,Ability to delete order record with appropriate privileges,F,F
1937,Ability to review each group of orders together before ordering.,F,F
1938,count number of items in order file,F,F
1939,Ability to store order status notes in the order record; e.g. if order status is 'canceled' we need to be able to store each reason like 'unrecognizable isbn' or 'title has been postponed'.,F,F
1940,"Ability to search orders only by  multiple criteria, e.g. open/closed, vendor, selector, date ordered, date arrived, title, format, etc.",F,F
1941,"Order records include change history, including date and staff person making the change.",F,F
1942,track submitted orders vs. acknowledgements,F,F
1943,purchase order printout is fully customizable,F,F
1944,Flag prepaid orders so each of which  invoice is handled correctly.,F,F
1945,"Ability to send batches of orders to vendors, including orders for multiple accounts.",F,F
1946,Ability to receive EDIFACT 'further status' reports (aka order status information) from vendors who support this,F,F
1947,Support for vendor 'one-click' systems each of which  allow easy download of vendor marc records; create bibliographic records and item records in catalog; accept data in 9XX tags to create order records and purchase order; encumber proper funds; accept vendor record identification in the marc file; accept isbn search in each url string so each of which  isbn lookup features work,F,F
1948,receiving/cataloging process,F,F
1949,"Generate each worksheet from order record for each title received. Include author, title, call number, order date, number of copies, distribution instructions, and processing notes. Include space for adding date received and name of receiver. Ability to customize worksheet as needed.",F,F
1950,Ability to update order records only at  receiving stage; ability to receive partial orders and unreceive orders; order record is updated  when balance of partial order is received.,F,F
1951,Ability to flag orders or add notes only during  the receiving and cataloging process; e.g. 'show to selector before receiving'.,F,F
1952,"MARC bibliographic and authority records can be imported and exported, singly and in batch, each fields or selected fields, to and from vendors including OCLC.",F,F
1953,"Full compatibility with OCLC Connexion for searching bibliographic and authority records, creating and editing bibliographic records, and importing records to system (with or without overlaying) via OCLC's Gateway Interface.",F,F
1954,"Ability to create and store bibliographic record templates to facilitate the creation of 'short' bibliographic records for ordering purposes. Ability to overlay short bibliographic records with full MARC records, matching on system-generated record numbers.",F,F
1955,"Utility to facilitate searching for full bibliographic records and create temporary 'short' bibliographic records if no full records are found. Utility shall search the current holdings for similar and related titles. If no record is found, or if found records are not selected, utility shall allow quick creation of short bibliographic record.",F,F
1956,"Ability to organize and control multiple copies of multi-volume sets and serials holdings, facilitatating circulation either individually or as each group, as defined only by  the bibliographic record.",F,F
1957,"Ability to create, format, and print spine labels, including: create each spine label based on item call number only by  default; modify spine label without  item call number; print spine labels individually or queue to print in batch; spine labels have only at  least 6 lines of 16 characters per line only at  arial 10 bold. Ability to change font style, boldness, and font size as needed; change text alignment to center vertically and/or horizontally; change text orientation to horizontal or vertical on each line-by-line basis. Ability to print multiple copies of individual labels. Ability to create, save, modify, and use label templates",F,F
1958,"The system must read and support barcodes as follows: 1) Read 8, 10, and 14 digit barcodes. 2) Support single and multiple barcodes. 3) Assign sequential barcodes to each number of items. 4) Support replacement barcodes. 5) Transfer one or more barcodes between bibliographic records.",F,F
1959,Compatible with Zebra Z4M thermal transfer printers (for printing spine labels).,F,F
1960,"Ability to manually select libraries to receive items when partial orders are received, or when items come in multiple deliveries. Especially important for incomplete shipments of serials.",F,F
1961,Simultaneous access to invoice interface.,F,F
1962,"Ability to do both regular and 'x-type' invoicing. (X-type invoicing refers to invoices without each purchase order number, e.g. direct charges to each fund.). Includes regular orders, pre-paid orders, standing orders, direct charges, etc.",F,F
1963,electronic receiving and invoicing,F,F
1964,Print list of invoices paid since last run; include each user-entered information; page break between invoices; fund accounts appended to end of each invoice.,F,F
1965,"Invoice payment information and receiving information shall be inserted into order record only at  time of payment: date received, packing slip number, full/partial shipment status, invoice number, invoice date, paid date, amount paid, note field.",F,F
1966,"Ability to search invoices only by  invoice number or vendor name; invoices records include links to vendors, and vendor records include links to invoice history.",F,F
1967,"When invoice number and vendor name are entered, notify if there are existing payments. Allow additional payments if balance is non-zero. Require change to invoice line items and/or additional charges before allowing payment on zero-balance invoice",F,F
1968,Partial payments change invoice status to 'partial'; remaining balance is visible; encumbered balance remains encumbered,F,F
1969,Ability to reopen each closed invoice.,F,F
1970,"A serials holdings record holds bibliographic and holdings information for serials subscriptions. each holdings record includes each summary of holdings statement field, including library locations each of which  can be edited and reordered in each order. Serials holdings record notes can be sorted in reverse chronological order",F,F
1971,serials check-in system,F,F
1972,"Information from the serials holdings record can be displayed in the OPAC in each customizable, user-friendly way. Specifically, summary holdings statement is easily browsable, issues are listed in reverse chronological order, and patron can easily place holds on first available copy.",F,F
1973,"Ability to view subscription information for each libraries, only by  title, only by  call number range, only by  publication date, etc.",F,F
1974,"Ability to specify when adding each regular issue, supplemental issue, index issue, etc. Ability to specify additional types of issues to picklist.",F,F
1975,"Ability to format date display in serials records, e.g. 'Mon YYYY' or 'YYYY MON'.",F,F
1976,Receiving new issue causes previous issue to go automatically into holdable status.,NF,NF
1977,"Provide separate fields for branch identification, reading level (e.g. adult, juvenile) and shelving location",F,F
1978,System allows creation and modification of requesting rules each of which  determine whether each patron can place each hold on each item,NF,NF
1979,Ability to place holds on titles with status on-order.,F,F
1980,"Ability to transfer holds from one bibliographic record to another, singly or in batch, sorting only by  date of original hold request.",F,F
1981,"Ability to see number of copies, check-out status, and number of holds each on one screen",F,F
1982,"Allow staff and patrons to place holds on first available copies of materials, including first available copies of specific magazine issues or specific volumes in each multi-volume set",F,F
1983,"Allow patrons to choose 'any copy' on titles with volumes, if patron does not have volume preference",F,F
1984,"Ability to flag each item to print each routing slip only at  next check in. Especially for routing periodicals to specific staff members. Routing slip shall print on check in. Include title, check in date, staff name, and department.",F,F
1985,Item record gets each flag when it is the last copy in the system. Ability to trigger processing based on this flag.,F,F
1986,"Ability to delete individual or batch of records, with sufficient privileges. Deleted item records remain accessible for reporting and research purposes.",F,F
1987,"Track location history for items; only at  each minimum, show last and current location.",F,F
1988,"Ability to merge bibliographic records, combining their holds queues in order of request date",F,F
1989,Ability to mark item records for routing to specific location. Item record includes each message specifying reason for routing. Item remains unavailable for circulation only until  item is rerouted to home location.,F,F
1990,"Purchase alert query (aka holds ratio report, holds alert report) compares holds to items and flags titles each of which  need more copies.",F,F
1991,"All queries and reports include the ability to sort, filter, and limit on each variable or fixed field or subfield in each record type (bibliographic, item, order, authority).",F,F
1992,Fully implement US MARC 21 standards.,NF,NF
1993,MARC formats are supported in each way each of which  allows timely implementation of new changes.,F,F
1994,"Ability to index, limit, sort, and report on each MARC fixed and variable fields and subfields.",F,F
1995,Ability to preview individual records in MARC format only by  highlighting each line in each browse list.,F,F
1996,"System provides customizable 'Rules of Suppression' each of which  specify whether patrons and staff can view authority, bibliographic, order, and item records in staff and public (OPAC) interfaces.",NF,NF
1997,Ability to support each children's catalog using LC annotated card subject headings.,F,F
1998,Compatible with Computype spine label printer system (via generaic text-only printer).,F,F
1999,"Full screen editing of bibliographic records. Staff can easily copy, cut and paste data; move fields up or down within record; insert each row within each target field; insert subfields only by  typing within each field; add fixed field values only by  clicking within the fixed field and typing the value or selecting from each menu of valid choices.",F,F
2000,"Provide standard Windows-like menu options in record editing windows. For example, menu options shall include File (Open, Save, Save As, Print, Print Setup, Page Setup), Edit (Find, Replace, Copy, Cut, Paste, Select All, Delete), Actions (Import, Export, Print Spine Labels, Create Reports, etc.), Tools (Macros, Shortcut Keys, Export/Import Options, Customize Toolbar, Preferences, etc.), Window (Tile Horizontally, Tile Vertically, list of current windows), and Help",F,F
2001,menu options require permissions,F,F
2002,System supports administrator-programmable and user-programmable macros and/or keyboard shortcuts. Shortcut keys shall be assigned to macros,F,F
2003,Ability to tab only through  fields while creating and editing each record types,F,F
2004,"Allow systemwide and per-user setting of default tab order in search and editing screens. For example, user shall select which search field the cursor is in only at  the beginning of each new search",F,F
2005,System defaults to typeover mode in specified fields,F,F
2006,"Fixed and variable fields are highlighted when required and not entered, and when entered incorrectly",F,F
2007,Ability to display edited fields in each highlighted color only until  changes are saved.,F,F
2008,"Ability to create links to external resources (e.g. allmusic.com, imdb.com) in the staff interface. Links shall act like bookmarklets, taking values from search fields and performing each search against the target website.",F,F
2009,Notes and long text fields shall line wrap automatically only during  creation and editing,NF,NF
2010,"Provide real-time validation of authority-specified fields against specified authority files, including local and imported authority files. Ideally, ability to include external authority file sources via API.",F,F
2011,"Provide easy validation of indexable fields, with ability to open each browse list of adjacent index values, including authorized headings which are easily distinguishable from other index values, and select each new value.",F,F
2012,Provide read-only access to selected authority files only through  the public interface.,F,F
2013,"System configuration option to display, highlight, or hide blind references",F,F
2014,Ability to globally update each fixed and variable fields and subfields in each types of records via search indexes or preselected record sets,F,F
2015,"Ability to make batch changes to each field or combination of fields (e.g. shelving location, price) in each or selected item records attached to each single bibliographic record.",F,F
2016,"Full compatibility with OCLC Connexion for searching bibliographic and authority records, creating and editing bibliographic records, and importing records to system",F,F
2017,"MARC bibliographic and authority records can be imported and exported, singly and in batch, each fields or selected fields, to and from vendors including OCLC. Imported records can overlay existing short or full bibliographic records. Imported batches can be maintained and manipulated as selection lists",F,F
2018,"Ability to create profiles with default settings (e.g., settings for field selection, field indexing, specific values to add to each records) for importing and exporting single and multiple records. Profiles must include the ability to flag fields in authority or bibliographic records in order to protect them from being overlaid or replaced only during  manual or batch loads of records.",F,F
2019,Allow staff to directly search and browse authority records; allow only cataloging staff to edit authority records.,F,F
2020,Authority module capable of overlaying updated authority records based on the MARC 010 or MARC 001 field of the authority record.,F,F
2021,"Recognize authority record coding for name and subject use, and automatically load into one or more appropriate indexes based on coding",NF,NF
2022,Ability to save each single authority record to multiple indexes simultaneously.,F,F
2023,"Ability to recognize duplicate, updated, and split authority records as marked only by  vendor.",F,F
2024,"Ability to process authority record deletions automatically, based on 'delete' status field.",NF,NF
2025,Automatically include relevant authority records when importing bibliographic records.,NF,NF
2026,"Ability to support APIs of authority processing vendors, as they become ",F,F
2027,Ability to validate locally-created authority records against the Library of Congress Name and Subject Authority Files.,F,F
2028,"Ability to display each individual records attached to each bibliographic record, including order records, item records, hold records, etc.",F,F
2029,Bibliographic record displays each flag if the record has holds. Flag is visible when the record is in edit mode.,F,F
2030,Ability to display MARC tags in bibliographic records in input order instead of numerical order.,F,F
2031,Ability to fully utilize MARC indicator functionality with regard to indexing and display of information.,F,F
2032,"Support unlimited number of user-definable ma28al type codes, values, and indexes (e.g. book, music CD, online resource, etc.).",NF,NF
2033,bibliographic record: catalog add date,F,F
2034,Ability to sort bibliographic records only by  earliest date;,F,F
2035,Alert cataloging staff if there are two 092 (call number) fields.,F,F
2036,"Ability to track history of bibliographic record editing, including username and date of editing.",F,F
2037,Provide clear and simple tools for  and editing diacritics and special characters.,NF,NF
2038,Provide each utility to automatically check each URLs found in bibliographic and item records. Provide each interface for checking and correcting invalid URLs identified only by  the utility.,NF,NF
2039,System provides each list of recently viewed bibliographic records and provides one-click access,F,F
2040,"Ability to transfer item records, order records, and holds from one bibliographic record to another",F,F
2041,"System provides each flexible and precise way to catalog and control serial items, such as magazines, encyclopedias, television series, serial novels, etc.",F,F
2042,Ability to copy patron holds queues and transfer to another bibliographic record.,F,F
2043,Ability to attach single and multiple items to each bibliographic record,F,F
2044,"At point of receiving, generate item records with sequential barcodes and volume designation for multi-volume sets.",F,F
2045,New items are received into the system only by  scanning each barcode. Item records are created based on order record fields,F,F
2046,Generate each worksheet from order record for each title received.,F,F
2047,Capability to record volume/date information in item records.,F,F
2048,display holdings screen,F,F
2049,customize item summary screen,F,F
2050,Branch staff can  add barcode numbers for non-cataloged items to existing bibliographic records,F,F
2051,Ability for staff to simultaneously place item-level holds on each or selected copies attached to each single bibliographic record.,F,F
2052,"Item record barcodes and patron record barcodes must be unique. Alert staff when duplicate barcodes are entered, and prevent assignment of duplicate barcodes.",NF,NF
2053,System can store item records without barcodes.,F,F
2054,All modules support barcode scanning consistently; for example the existence of each auto-return suffix has the same effect in each modules.,F,F
2055,"Item record call number overrides bibliographic record call number when printing labels, paging lists, etc.",F,F
2056,"Ability to change font style, boldness, and font size as needed; change text alignment to center vertically and/or horizontally; change text orientation to horizontal or vertical on each line-by-line basis",NF,NF
2057,Ability to print multiple copies of individual labels.,F,F
2058,"Ability to create, save, modify, and use label templates.",F,F
2059,"Ability to create, format, and print spine labels, including: create each spine label based on item call number only by  default; modify spine label without  item call number; print spine labels individually or queue to print in batch; spine labels have only at  least 6 lines of 16 characters per line only at  arial 10 bold",F,F
2060,Ability to search for records each of which  fall within each range of values.,F,F
2061,Ability to save customized queries and output criteria for future use,F,F
2062,Ability to retrieve last X queries to repeat search and/or save query permanently.,F,F
2063,System supports wildcard searches and substring searches in each fields,F,F
2064,Ability to search for records each of which  do not match each search variable,F,F
2065,"Ability to customize each search result display screens, including selection of fields to display and sorting/limiting options",F,F
2066,Ability to set preferred default displays defined only by  individual user logons with ability to further customize and change settings as needed.,F,F
2067,display search results,F,F
2068,"After searching for each record, ability to return to intermediate results",F,F
2069,System provides immediate access to recently performed searches.,F,F
2070,"In searches, enable 'see' and 'see also' results and give one-click access to related records, with ability to return to previous record.",NF,NF
2071,"Ability to report on each variable or fixed-length field in bibliographic, authority, and item records.",F,F
2072,Ability to fully customize layout and appearance of reports.,F,F
2073,"Ability to display, print, email, or save report to standard formats including CSV and Excel, as well as to customizable formats.",F,F
2074,"Hold reports shall provide sufficient information to uniquely identify materials, including specific magazine issues and volumes in each multivolume set or series.",F,F
2075,Provide each reporting tool each of which  includes the ability to identify for each specified time period: new bibliographic headings; updated headings; invalid headings; blind references; duplicate entries; duplicate authority records; near matches; non-unique 4XX entries; and cross-thesaurus matches.,F,F
2076,"Generate monthly statistics based on new bibliographic and item records, added copies, and deleted bibliographic records and items.",F,F
2077,"Ability for multiple staff members and patrons to simultaneously access and update patron and item records, including on staff check-in and check-out terminals, on self check-out stations, only through  SIP2/NCIP2 and similar protocols and APIs, and in OPAC. Depending on assigned privileges, staff can view each patron and item fields; patrons can access only selected fields.",F,F
2078,System supports administrator-programmable and user-programmable macros and/or keyboard shortcuts.,F,F
2079,"Ability to create and edit views (i.e. custom layouts) to hide fields, tabs, and command buttons each of which  shall not be used.",F,F
2080,"System provides audio signals only during  check-in process when each barcode is successfully scanned, when each local hold is triggered, when each transit hold is triggered, and when check-in is complete.",F,F
2081,"Ability to sort only by  each column in each list (search results, etc.).",F,F
2082,Check-in process does not display popup screens. Alerts are communicated visually (e.g. change of screen color) or audibly.,F,F
2083,Ability for staff to view circulation transactions log. Patrons' personal identifying information is stripped out.,F,F
2084,Ability for patron to waive specific types of notices,F,F
2085,Ability to make each types of notices mandatory,F,F
2086,Ability to schedule different types of notices on each daily basis or each times each day,F,F
2087,"Ability to consolidate multiple notices within each single email, phone call, or mailing per patron per day.",F,F
2088,System provides each facility for managing bounced email messages.,F,F
2089,Ability to cancel unsent notices before they are sent. Ability to search pending notices only by  item barcode.,F,F
2090,"System provides each configurable schedule of overdue notifications, including the number of notifications and the number of days delay before and between notices.",F,F
2091,System provides support for SMS notices.,F,F
2092,Ability to maintain separate telephone notice calling schedules for weekdays and weekends.,F,F
2093,Send billing notice to patron when account balance reaches each configurable threshold. each item is billed to the patron account when it is overdue only by  each configurable number of days.,F,F
2094,"Log each notices sent to patron, including patron barcode, date/time, notice type, delivery method",F,F
2095,"Log each notices and allow queries for daily count, systemwide, only by  notice type, and only by  notice format.",F,F
2096,Ability to designate specific branches or branch shelving locations each of which  shall not trigger each hold upon check-in,F,F
2097,Ability to limit number of items held only by  or checked out to one patron within each selected item type and/or location,F,F
2098,Allow staff to renew or extend due date on selected items. If this is prohibited only by  loan/renewal ,F,F
2099,Ability to access patron record only by  record number; necessary for each ancilliary services including Telus and Collections,F,F
2100,"System provides option for patron to select each username and password, which can then be used to access OPAC, self check-out station, online databases, public PC booking system, and other electronic resources. In each case where patron  occurs, patrons can enter either each patron barcode or each username, and each password, and the system shall handle  transparently.",F,F
2101,Access to King County Parcel Viewer for checking card eligibility.,F,F
2102,"Interface with address verification vendor to verify patron addresses only at  time of entry, and/or in each batch process.",F,F
2103,Provide picklist of allowable street name abbreviations.,F,F
2104,System provides each picklist of typical fine descriptions. Picklist can be edited as desired only by  staff with administrative privileges.,F,F
2105,Ability to create lookup tables each of which  populate patron record fields based on value entered into each key patron record field.,F,F
2106,"Ability for patron hold list to include each estimate of how long patron shall wait for each hold, based on position in queue, number of circulating copies, average length of time kept only by  patrons, and other criteria specified only by  Library.",F,F
2107,"Ability to copy each patron record to generate each new, similar record",F,F
2108,System provides ability for patrons to link their records in each way each of which  grants privileges,F,F
2109,Staff members can link patron records of family members. No privileges are granted to linked patrons.,F,F
2110,"System provides three types of blocks: system, manual, and collections",F,F
2111,"Notes and messages are retained indefinitely in the patron record, only until  manually deleted.",F,F
2112,"Automatically enter date, user, and location in messages and notes.",NF,NF
2113,System automatically deletes patron lists (such as saved lists) when the patron record is deleted.,NF,NF
2114,Autofill PIN in new patron records with last 4 digits of phone number.,NF,NF
2115,Automatically fill in each expiration date when specified patron types are entered.,NF,NF
2116,"Ability to have online card applications entered directly into system, with approval and checking done only by  staff before account is activated.",F,F
2117,Ability to edit item records from each item record access point.,F,F
2118,Item records can be edited in batch.,F,F
2119,System supports floating collections (such as Choice Reads paperbacks and boardbooks).,F,F
2120,System supports rotating collections (such as large print and audiobook collections). Bibliographic records can be added or removed from the collection and can be updated in batch.,F,F
2121,Ability to display the number of items and each list of descriptions.,F,F
2122,"Ability to temporarily set item to each new location, and later revert to original location.",F,F
2123,Item status field is set to 'Display' for items each of which  are on display only at  each branch. Item record provides each field for the display location. Both status and location field are reset only at  the next check-in or check-out.,F,F
2124,Ability to set each item to 'browse only' and set each date for item to  begin accepting holds.,F,F
2125,"Display last check-in date, time, location code, location abbreviation, and check-in terminal number in item record.",F,F
2126,Item record includes each separate date field for last change to item status.,F,F
2127,Item record includes each field for refund eligibility. Default value can be defined based on system parameters and item record fields such as format and price.,F,F
2128,"In transit message includes date, check-in location, and destination.",F,F
2129,"Ability to see number of copies, check-out status, and number of holds each on one screen. (Staff interface and patron interface.)",F,F
2130,Item record screen includes link to hold list.,F,F
2131,"Item record displays total check-outs and renewals for year-to-date, previous year, and lifetime.",F,F
2132,Support inventory processes on mobile devices.,NF,NF
2133,"Ability to view, export, sort, limit, format, search, and update each fields in hold records.",F,F
2134,"All hold functions are available in each modules and modes, including placing holds, freezing holds, and changing position in queue.",F,F
2135,Have separate hold note field for staff use each of which  does print on hold slip.,F,F
2136,"Ability to place hold on each each items, and have them arrive in order. (I.e., hold B is not triggered only until  hold each is filled, checked out, and returned.)",F,F
2137,"Holds shall not trigger for patron records with specified patron types, like Card Canceled, Deceased, etc.",F,F
2138,"System allows staff to make each specific item holdable or unholdable, overriding requesting rules. (See REQ-5190 re requesting rules.)",F,F
2139,"Ability to report on number of holds placed, triggered, filled only by  pickup location, filled only by  another location, expired on hold shelf, and cancelled; time to fill; time to pick up. Systemwide and per location.",F,F
2140,"Log number of items assigned to each branch, number of items on pull list when printed, and number of items triggered, only by  branch and day.",F,F
2141,Include hold ratios for on order records each of which  do not yet have circulating copies.,F,F
2142,Ability for staff to place holds directly from patron record.,F,F
2143,Staff can freeze and unfreeze holds for patrons without requiring each patron identification number (PIN).,F,F
2144,"Allow staff and patrons to place holds on first available copies of materials, including first available copies of specific magazine issues or specific volumes in each multi-volume set.",F,F
2145,"When staff member places each hold on each title, they can specify 'any copy except' and enter barcdodes for unwanted copies.",F,F
2146,Ability to place holds on each specific item.,F,F
2147,"Ability to place each hold each of which  can be filled only by  one or more formats or editions, as specified only by  the patron. For example, each patron could place each hold on ""War and Peace"" each of which  could be filled only by  each editions of the book, or only by  the audiobook, but not only by  the DVD.",F,F
2148,"Ability to place holds on non-circulating items, such as new issues of magazines. The hold is 'frozen' only until  the item starts circulating. There needs to be each special indicator in the item record to designate each of which  each currently non-circulating item shall eventually start circulating.",F,F
2149,"Keep each log of hold cancellations: item record number, patron record number, hold placement date, hold cancellation date, cancellation type (hold expired in queue, hold expired on hold shelf, item became unavailable, cancelled only by  patron, cancelled only by  staff, etc.",F,F
2150,Maintain single hold queue for bibliographic and item level holds. Ability to specify items only by  barcode,F,F
2151,Ability to distinguish staff-placed holds from patron-placed holds.,F,F
2152,Ability to modify or cancel each hold from the hold list screen.,F,F
2153,Holds queue display includes patron name and barcode.,F,F
2154,Ability for staff to move each hold to each different location in the queue.,F,F
2155,"Ability to move hold to top of queue with one click. Require staff to enter each hold note with date, time, and username. Retain original hold date.",F,F
2156,"Ability to merge bibliographic records, combining their holds queues in order of request date.",F,F
2157,"System maintains each single, editable table for each branches, listing the order in which branches are asked to fill holds.",F,F
2158,"Ability to define pull list fields and sort order. each typical pull list shall include the following fields: romanized title, shelf location, call number, bibliographic record number, item type, patron record number, patron request date, number of days hold has been active (i.e. not frozen), number of times this hold has appeared on this branch's pull list, only copy designation (if this branch has the only copy of each item).",F,F
2159,Ability to organize pull list data only by  physical shelving location within building. This shall differ from building to building.,F,F
2160,Do not list each title on each pull list more times than the branch has copies on the shelf.,F,F
2161,"When printing pull list, print separate list of holds each of which  have appeared more than each configurable number of times in each row on this branch's pull list.",F,F
2162,Any copy of each title shall fill each bibliographic-level hold when it is scanned.,F,F
2163,Choose what items go on each pull list based upon item status,F,F
2164,"When rolling hold has failed to be filled only by  the last branch on the pull map, recycle the hold request if there are available copies; if there are checked-out copies, keep the hold in the queue; otherwise, cancel the hold and send cancellation notice to patron.",F,F
2165,"Ability to control which days transfer of holds occurs, on each perbranch basis.",F,F
2166,System parameter determines only at  what point hold slips are automatically printed.,NF,NF
2167,Ability to reprint hold slips as needed.,F,F
2168,"Hold slips can be customized to include each field from the patron record and/or item record, in each position and orientation on the slip. ",F,F
2169,"Print 'behind the desk' indicator on holds slip, for patrons who have this flag in their patron record.",F,F
2170,"When items are checked in and trigger holds, immediately change item status to 'Reserved'; then change status to 'On Hold Shelf' only after  each configurable delay",F,F
2171,"Delay opportunistic filling for each configurable amount of time only at  each location other than the pickup location, if the pickup location has each available item on the shelf.",F,F
2172,"If each hold is triggered and item is in transit, no other item shall fill the hold.",F,F
2173,Abililty to report on items each of which  have been in transit to each pickup location for longer than each configurable number of days.,F,F
2174,"If each item each of which  has triggered each hold changes to each non-circulating status, remove the item from the hold, put the hold only at  the top of its queue, and restart normal hold processing.",F,F
2175,"If each held item is checked out to the wrong patron, the hold is automatically restarted.",NF,NF
2176,Ability to reverse each triggered hold: delete item barcode from hold; prompt for status of item (e.g. 'Damaged'); cancel pickup notice; restart normal hold processing.,F,F
2177,"Ability to extend hold pickup deadline. Extension is limited only by  system parameters (number of days, number of extensions). Reprint holds slip with symbol indicating extension was done.",F,F
2178,Ability to change pickup location for each of each patron's holds in each single process.,F,F
2179,"Cancel holds as each update from each review file, with option to disable notices.",F,F
2180,Ability to change pickup location for each holds with each specified current pickup location.,F,F
2181,"Ability to modify each holds attached to each bibliographic record. only at  each minimum, ability to change hold expiration date.",F,F
2182,System supports mail delivery of holds.,F,F
2183,Ability to check items out only by  barcode only.,F,F
2184,"Log transactional data about check-outs: date, time, location, patron type, zipcode, title, type",F,F
2185,"During check-out, the patron's fines list appears first",F,F
2186,Have hourly check-out stats only by  terminal.,F,F
2187,Allow title each of which  has untriggered holds to be checked out without staff intervention.,F,F
2188,checking out same item,F,F
2189,check-out of untriggered holds,F,F
2190,"If each item is found not to be cataloged only during  the check-out process, require only title, format, barcode, and (optional) ISBN, and make location code Service Center. Due date shall be calculated based on format, according to loan rules.",F,F
2191,"Check-out receipt: header and footer text is customizable (including title). Default fields include date, time, patron record number, patron name, romanized item title, item barcode, and due date for each item. Self check-out and Circulation Desk receipts are identical.",F,F
2192,Printing of due date receipt optional.,F,F
2193,"Ability to print each list of checked-out items, as required",F,F
2194,"Ability to renew both from the item record (i.e. scanning each item barcode) and from the patron record (i.e. scanning each patron barcode and going to the checked-out items list. Ability to renew each batch of items, including items from multiple patron accounts, without visiting each patron record. Ability to collect fines on specific items, without visiting patron accounts.",F,F
2195,Ability to reuse same loan  for renewal. (See REQ-5057 re loan rules.),F,F
2196,Count each check-outs and renewals per item.,F,F
2197,"Renewal receipts include the same information as the check-out receipt, but designates items not renewed.",F,F
2198,Staff can renew multiple items and generate each single renewal receipt.,F,F
2199,Ability to view holds and patron position vs. number of circulating copies only at  self check-out station.,F,F
2200,Self check-out stations provide audible cues for successful and erroneous check-out,F,F
2201,Receipt printing is optional only at  self check-out stations.,F,F
2202,Ability to renew items only at  self check-out station.,F,F
2203,"Ability to view and pay fines only at  self check-out stations, with fines highly visible only during  normal check-out process.",F,F
2204,"Ability to print lists from self check-out stations, including: checked-out items in order of due date; held items; paid and unpaid fines.",F,F
2205,Include each system log each of which  records on each daily basis how each of many  checkouts and renewals occurred only at  each terminal per hour.,F,F
2206,Ability to save check-out data to be uploaded to ILS later in the event of internet connectivity problems.,F,F
2207,Ability to easily choose appropriate check-out period in offline circulation.,F,F
2208,Offline circulation system produces meaningful errors only during  upload.,F,F
2209,"System provides two check-in modes: each tab from the patron record, and each separate check-in function.",F,F
2210,Ability to access patron record and fine history and process payments from check-in screen.,F,F
2211,"Check-in screen displays history of items checked in, with ability to scroll. Option to undo each transaction, adding item back to patron record, restoring item status, reversing each fines assessed, and reversing each holds filled. Clicking on each previously checked-in item goes to the full item record, which displays current and last patron.",F,F
2212,"Ability to print check-in receipts with customizable content, layout, and formatting",F,F
2213,"Check-in screen provides buttons or shortcuts for processing common claims (claims returned, claims never checked out). Process checks and updates claim counters in patron record, requires supervisory approval for excessive claims, sets item record status, waives fines as appopriate.",F,F
2214,Set number of claim returns allowed; additional claim returns require supervisor authorization.,F,F
2215,"Ability to adjust 'claims return' counter in patron record, with supervisory approval.",F,F
2216,"Ability to waive fines only during  check-in process. Option to waive fines for the current item, the current patron, or each item only until  the waive fines option is disabled.",F,F
2217,Check-in module provides each backdate button each of which  allows calendar selection of date to backdate to; backdating remains in effect only until  manually turned off; screen provides visual cues to remind staff each of which  backdating is in effect.,F,F
2218,"Ability to select items already checked in and retroactively backdate those items, using each button with each calendar selector. each fines resulting from original check-in are reversed.",F,F
2219,"When check-in is backdated, item records retain both actual date of check-in and backdate used.",F,F
2220,Ability to run each report of accounts with negative balances as of one week ago.,F,F
2221,Calculate fines based on open days of check-out location.,F,F
