id,source,text
496,1999 - dii,This document outlines the software capabilities required for the XS  components for the DII COE. Section 2 lists the documents that are applicable to  this specification. Section 3 provides a list of functional capabilities. Section 4  identifies the qualification requirements. Section 5 outlines the requirements and  verification traceability matrix.  Section 6 contains the applicable notes associated with the XS component.
497,1999 - dii,"CDRL A142 AWIS Software Requirements Specification (ASRD), July 1992"
498,1999 - dii,REQUIRED STATES AND MODES
499,1999 - dii,"Environmental Mode: This is the real-time operations that must react to varying  degrees of readiness to full scale wartime operations such as crisis planning with  the use of heterogeneous data types and sources, transfer capabilities, data management  services."
500,1999 - dii,COE Compliance. XML Services shall be segmented. COE sponsors shall adhere  to compliance level requirements described in the I&RTS.
501,1999 - dii,"In the fixed (static) mode of operation (base or data processing megacenter), the  data management services shall have the capability of being tuned by on-site personnel  to adjust for varying workloads and sizes of associated databases. These workloads and  databases are expected to change more frequently and to a greater extent than for  processing associated with deployed units"
502,1999 - dii,"In a changing (dynamic) environment, such as with deployed units, the workload  and database sizes may be more predetermined (given a more precise mission) and  require access to fewer data management administrative capabilities than needed in a  fixed environment. The XS shall have the ability to redefine or reset names of connect  descriptors to database server instances. Connect descriptors are fully qualified object  names and include address (protocol/host/port) and instance name."
503,1999 - dii,"End User Mode: Portion of XS services shall be used by various classes of  users: data consumers, data and database managers, network information infrastructure  resource managers. Some of these uses of the data management services will entail  unique requirements that shall be fulfilled within the capability of XS services."
504,1999 - dii,"Training Mode. In support of training activities, the data management services  shall provide for the same processing as would be encountered in a production  environment. However, access to the database may be via a training application  access to the DBMS rather than from the production mission application."
505,1999 - dii,XML SERVICES CAPABILITY REQUIREMENTS
506,1999 - dii,The XS shall deliver inter-related components as shown  in figure 3.2-1
507,1999 - dii,"Producer services A producer is an agent that contributes metadata for inclusion into an  XML Registry for the purposes of ensuring maximum semantic understanding of a term  as it appears in an XML document. To contribute metadata to a registry, the producer  must be able to receive XML registry forms, submit metadata and the related information  resource artifacts, and notify."
508,1999 - dii,Consumer services. A consumer examines a registry to select a tag structure for reuse in one  or more applications that will exchange data according to a pre-defined agreement.
509,1999 - dii,"Each Information Resource will have its own web page to allow the user  to view all pertinent information, according to its information resource type."
510,1999 - dii,Display an XML Tag Specification form to the author of a given information  resource. This XML Tag Spec will be used for inputting the requesting information  for a specific Information Resource.
511,1999 - dii,Create validation constraints shall enable a meaningful sharing of  XML-based schemas and related information.
512,1999 - dii,The Registry shall provide standard APIs as specified in Appendix B.
513,1999 - dii,DATA ACCESS SERVICES INTERNAL INTERFACE REQUIREMENTS
514,1999 - dii,The XS function shall provide standard APIs as specified in Appendix C.
515,1999 - dii,"The XS shall internally interface (transparent to the operator) with the  existing data elements  of the DBIF, DAC, and COTS RDBMS products."
516,1999 - dii,REGISTRY SERVICES ENVIRONMENT REQUIREMENTS
517,1999 - dii,The Registry software shall be portable and required to  execute on COE-compliant platforms.
518,1999 - dii,PERSONNEL-RELATED REQUIREMENTS
519,1999 - dii,Not applicable. Personnel requirements shall be determined by the developers of  the system in which the XS module is embedded
520,1999 - dii,TRAINING-RELATED REQUIREMENTS
521,1999 - dii,Not applicable. Training requirements shall be determined by the developers of the  system in which the XS module is embedded.
522,1999 - dii,LOGISTICS-RELATED REQUIREMENTS
523,1999 - dii,PACKAGING REQUIREMENTS
524,1999 - dii,The XS software shall be delivered in accordance with DII COE guidelines.
525,1999 - dii,PRECEDENCE AND CRITICALITY OF REQUIREMENTS
526,1999 - dii,The following table depicts the mapping of the requirements in Section 3 to their corresponding precedence and criticality code and to other related requirements within the XS SRS.  The precedence and criticality codes are the following:
527,1999 - dii,"COE Software will be qualified through formal validation tests of the  SRS level requirements. The Qualification Methods applied to the software shall include  test, demonstration,  analysis, and inspection (T, D, A, I)."
528,1999 - dii,"INSPECTION A qualification method that is carried out by visual examination, physical manipulation, or measurement to verify that the requirements have been satisfied"
529,1999 - dii,REQUIREMENTS TRACEABILITY
530,1999 - dii,ASRD AWIS  Software Requirements Specification Document
531,1999 - dii,"Automatically:  Indicates processing initiated during execution of other processes,  but dependent on information and/or parameters to be generated or supplied to  these other processes. The information / parameters may be data dependent, or  application dependent, or dependent on a manual process/human intervention.  It will include controls qualifying the processing involved."
532,1999 - dii,Constraints are conditions about the data that must always be true.  They are the integrity rules that protect the data in the eventual database.
533,1999 - dii,"Dynamically Generated Processing: Indicates processing initiated during execution of other processes,  but dependent upon information and/or parameters to be generated or supplied  to these other processes. The information/parameters may be data dependent,  or application dependent, or dependent on a manual process/human intervention. It will  include controls qualifying the processing involved."
534,1999 - dii,"Location Transparency: occurs when the physical location of data is transparent to the  applications and users of the database system. For example, a view that joins  table data from several databases provides location transparency because the  user of the view  does not need to know where the data originates from."
535,1999 - dii,COE Chief Engineer's Role. The COE Chief Engineer will approve a single Point of Contact (POC)  for a COI to manage the tags within that COI. The COE Chief Engineer will reserve  ultimate authority to mediate any  unresolved disputes within all COIs.
536,1999 - dii,"The COE Data Engineering Team's Role. Tags and semantics will be analyzed to identify opportunities  to consolidate tags towards a single or a minimal number of representations.  A ""market forces"" model can also guide COE Data Engineering in identifying the weak  candidates from the strong.8"
537,1999 - dii,"The Community of Interest's POC's Role. (The information in the following section is current as of 17 May, 1999.  Please consult the Registry for the most authoritative list of information resources types.)  The POC responsibilities will include the transitioning of information resources from one  status to another. Table 1 lists the valid types of information resources.  The status levels are developmental,  candidate, approved, rejected, and retired."
538,1999 - dii,"Initially, the Registry will not have keyword, thesaurus, or ontology  support but it will have a substring search for a number of fields, including definition.  Therefore, we urge submitters to include enough expressive terms so that COE developers  would easily find the term they might consider ""natural"" in the definition and find the  desirable tag for expressing that concept. Example: If the  registered tag is ORG_ID, the description that includes references"
539,1999 - dii,The External Interfaces for the XS SRS are defined as interfaces to non-COE  components. Detailed information (as specified in paragraph 3.3 of the Data Item  Description DI-IPSC-81433) defining these interfaces will be specified during the  design phase of the COE XS architecture.  At this time such detailed information is unavailable.
540,1999 - dii,The Internal Interfaces for the XS SRS are defined as interfaces to COE  components. Detailed information (as specified in paragraph 3.4 of the Data Item  Description DI-IPSC-81433) defining these interfaces will be specified during the  design phase of the COE XS architecture. At this time such detailed information is  unavailable.The COE components identified to-date are listed below.
541,1999 - dii,The Interfaces to Commercial Products for the XS SRS are identified below.  Detailed information (as specified in paragraph 3.3 of the Data Item Description  DI-IPSC-81433) defining these interfaces will be specified during the design phase of  the COE XS architecture. At this time such detailed information is unavailable. The three commercial products or environments identified for the COE are the following  Relational Database engines:
542,1999 - tcs,TCS integration with C4I systems will be accomplished through development of interfaces that permit information exchange between the TCS and specified C4I systems. TCS will be capable of entering DII/COE compliant networks. Network interoperability will include but not be limited to:
543,1999 - tcs,"The TCS will be developed in compliance with the following military and commercial computing systems architecture, communications processing, and imagery architecture standards:"
544,1999 - tcs,Operational Requirements Document for the Unmanned Aerial Vehicle Tactical Control System (Version 5.0)
545,1999 - tcs,"Operational Requirements Document (ORD) for the Tactical Unmanned Aerial Vehicle (TUAV), October 96"
546,1999 - tcs,"Operational Requirements Document (ORD) for the Medium Altitude Endurance (MAE) Unmanned Aerial Vehicle, (Not available for publication at this time)"
547,1999 - tcs,Joint Requirements Oversight Council (JROC) Memorandum
548,1999 - tcs,"The states of operation of the TCS shall include Startup, Operation, and Shutdown. [SSS014] The TCS states shall not exist concurrently. [SSS015] Figure 3.1-1 shows the existing states of the TCS."
549,1999 - tcs,"When executing in the Normal Startup Mode, the TCS shall provide the system functionality necessary to initialize the system to place it in the Operations State within 60 seconds from the time power is supplied and the TCS application is launched. [SSS024] Initialization of the TCS HWCIs shall include startup of HWCIs [SSS542], download of software [SSS026], startup of CSCIs [SSS027], execution of Startup FD/L [SSS025], and establishment of the state of readiness of all interfaces. [SSS028]"
550,1999 - tcs,In the Normal Operations Mode the TCS shall support the following functions: [SSS037]
551,1999 - tcs,In the Training Operations Mode the TCS shall support the following functions: [SSS039]
552,1999 - tcs,"In the Maintenance Operations Mode, if computer workstation Human Computer Interface (HCI) is required, the TCS shall support the following functions: [SSS041]"
553,1999 - tcs,System Capability Requirements
554,1999 - tcs,"The TCS will provide the hardware and software necessary to allow the operator to conduct the following major functions 1) mission planning, 2) mission control and monitoring, 3) payload product management, 4) targeting, and 5) C4I system interface."
555,1999 - tcs,"For those payloads identified in Table 3-2, the TCS shall be able to generate payload planning information to be uplinked to the AV separate from a flight route plan. [SSS103] The TCS shall provide the system functionality necessary to generate a payload plan that, as a minimum, shall include the following information: [SSS104]"
556,1999 - tcs,"The TCS shall allow the operator to command the flight behavior characteristics inherent to the selected AV. [SSS128] The operator shall have the capability to initiate as well as change, to include as a minimum manual override, flight behaviors by sending the proper control commands to the UAV. [SSS129]"
557,1999 - tcs,"The TCS shall have the capability to command the AV to use the navigation methods inherent to the selected AV. [SSS130] The operator shall have the capability to initiate as well as change, to include as a minimum manual override, UAV navigation methods by sending the proper control commands to the UAV. [SSS131]"
558,1999 - tcs,"The TCS shall provide the functionality to control, monitor, and display the operation of the Air Data Terminal (ADT). [SSS132] This control will include control of the ADT antenna and of the ADT transmitter and receiver."
559,1999 - tcs,The TCS shall provide the functionality to control the ADT antenna. [SSS133] This control will including its pointing direction and mode of transmission (e.g. omni and directional).
560,1999 - tcs,"The TCS shall provide the functionality to control the power, transmitter signal strength, and frequencies used by ADT for data link communication. [SSS134]"
561,1999 - tcs,"As an objective, the TCS shall support an automatic launch and recovery system. [SSS135] As and objective, the TCS shall be interoperable with the Integrity Beacon Landing System (IBLS) [SSS136], and the Common Automated Recovery System (CARS) [SSS137], both used by Outrider. As an objective, the TCS shall present sufficient cues to the operator to implement and monitor automatic launch and recovery, and to initiate abort procedures if required. [SSS138]"
562,1999 - tcs,"The TCS shall allow the operator to initiate the emergency recovery feature of the AV, if the AV has an emergency recovery feature. [SSS139]"
563,1999 - tcs,"TCS shall provide the capability to monitor specific telemetry elements real-time, and record all telemetry elements for future review and processing. [SSS140] TCS shall provide the capability to monitor AV adherence to the uplinked mission plan, detecting any deviations greater than 10% from projected flight path, and notifying the operator if deviations are detected. [SSS141] TCS shall provide the capability to monitor the status of all AV subsystems reporting status. [SSS142]"
564,1999 - tcs,The TCS shall permit the operator to control the payload using all methods supported by the payload installed in the selected AV. [SSS152] The TCS shall provide a graphical user interface display for the purpose of controlling the payload. [SSS153] The TCS shall provide override of payload automated as well as preprogrammed inputs. [SSS154]
565,1999 - tcs,TCS shall provide the capability to monitor payload adherence to the uplinked mission plan. [SSS155]
566,1999 - tcs,The TCS shall display the current search footprint and the search history of the payload on the map. [SSS157]
567,1999 - tcs,The TCS shall have the capability to simultaneously control and monitor a line-of-sight as well as a BLOS data terminal. [SSS158] The TCS shall provide the system functionality necessary to record data obtained via the data link. [SSS527]
568,1999 - tcs,"The TCS shall provide automatic pointing commands for directional antennas [SSS167], and shall allow for the manual pointing of directional antennas when desired by the operator [SSS168]. The TCS shall be capable of positioning antennas to maintain LOS as well as SATCOM. [SSS170] The TCS shall incorporate antenna pedestal 3 -axis stabilization to compensate for platform (e.g. ship, or HMMWV) motion, if applicable. [SSS557]"
569,1999 - tcs,"The TCS will have the functionality necessary to manage all aspects of payload product handling to include receiving, processing, displaying, and performing limited exploitation. The payload product includes the payload sensor output and the appropriate AV and payload telemetry data."
570,1999 - tcs,"The TCS will have the functionality to determine target coordinates, and estimate target coordinate accuracy. The TCS shall support a target location function where the operator can request the current ground location of the payload field-of-view center. [SSS206]"
571,1999 - tcs,"The TCS shall have the functionality to determine the location of items of interest within the payload field of view, and express these locations in coordinates acceptable for military applications. [SSS207]"
572,1999 - tcs,"The TCS shall have the functionality to develop an estimate of the error in computed target coordinates, and associate the error estimate with the appropriate target. [SSS208]"
573,1999 - tcs,The TCS will have the capability to manage all operational C4I interfaces across all 5 levels of interaction.
574,1999 - tcs,"The TCS shall, as a minimum, have the functionality to provide the following control capabilities: 1. Send and receive tactical communication messages. [SSS222] 2. Send and receive annotated and un-annotated digital imagery. [SSS223] 3. Establish digital communication and when completed terminate communications to the C4I systems specified in Section 3.2.5 [SSS224]. 4. Establish and when completed terminate digital communication to peripheral devices. [SSS225]"
575,1999 - tcs,"The TCS will have the functionality to process received C4I messages and to prepare C4I messages for transmission. Processing will include formatting, storing, routing, and display."
576,1999 - tcs,"The TCS shall, as a minimum, have the functionality to provide the following analog data processing capabilities: 1. Prepare annotated as well as un-annotated analog imagery for transmission [SSS237] 2. Receive incoming annotated as well as un-annotated analog imagery [SSS238]"
577,1999 - tcs,TCS shall be capable of executing AV maintenance software and displaying appropriate status results. [SSS245]
578,1999 - tcs,TCS shall be capable of executing payload maintenance software and displaying appropriate status results. [SSS246]
579,1999 - tcs,TCS shall be capable of executing data terminal maintenance software and displaying appropriate status results. [SSS247]
580,1999 - tcs,TCS shall be capable of executing workstation and peripheral equipment maintenance software and displaying appropriate status results. [SSS248]
581,1999 - tcs,"The TCS shall allow an Authorized Operator to execute a software debug capability and view the resulting debug diagnostic information. [SSS282] As a minimum, the TCS will restrict Operator access to this capability via password protection. [SSS283]"
582,1999 - tcs,System External Interface Requirements
583,1999 - tcs,"The TCS shall provide the necessary hardware and software functionality to allow the TCS to integrate with ASAS. [SSS291] The interface requirements and specifications will be defined in the TCS to ASAS IDD, TCS 201."
584,1999 - tcs,"The interface requirements and specifications will be defined in the TCS to JSIPS-AF IDD, TCS 211."
585,1999 - tcs,"The TCS will provide the necessary hardware and software functionality to allow the TCS to integrate with Service Mission Planners. The Service Mission Planners will consist of AMPS, AFMSS, and TAMPS."
586,1999 - tcs,"Figure 3.3.1.2-1 illustrates the TCS to DT control interface.  The TCS shall provide interfaces with the respective UAV program-provided data links for command and control and UAV data.. [SSS312] The TCS shall have provisions for simultaneously supporting both of the following external interfaces: LOS data link, SATCOM data link. [SSS313] Details of the TCS to DT interface will be defined in the TCS to Data Terminal IDD , TCS 242."
587,1999 - tcs,"Figure 3.3.1.4-1 illustrates the TCS to External Storage Device interface.  The TCS shall provide an interface between the TCS and external data storage systems. [SSS317] The TCS shall have the functionality to transfer digital data as well as digital imagery to and from external data storage systems. [SSS318] Details of the Tactical Control System (TCS) to external data storage interface will be defined in the TCS to External Data Storage IDD, TCS256."
588,1999 - tcs,"Figure 3.3.1.5-1 illustrates the TCS to External Power interface.  The TCS shall have an interface between the TCS and DoD standard power supply equipment. [SSS319] The TCS shall have the functionality to connect to the power supply equipment provided in the TCS operating environment. [SSS320] Details of the Tactical Control System (TCS) to external power interface will be defined in the TCS to External Power IDD, TCS 257."
589,1999 - tcs,"Figure 3.3.1.6-1 illustrates the TCS to Geopositional Data interface.  The TCS shall have an interface to a source of current navigation information. [SSS321] As a minimum this information will include the location of all data terminals, launch and recovery sites, and the controlling TCS. Details of the Tactical Control System (TCS) to external power interface will be defined in the TCS to Geopositional Data IDD, TCS 243."
590,1999 - tcs,System Internal Interface Requirements
591,1999 - tcs,"Figure 3.4-1 illustrates the TCS internal interfaces.  Except for the internal interfaces enumerated under this section, all TCS internal interfaces are left to the design and to the requirement specifications for system components. The TCS will provide, as a minimum, the following internal interfaces:"
592,1999 - tcs,"The TCS shall provide an internal interface for establishing communications with the Real Time Processor (RTP) within TCS. [SSS326] This interface shall allow the information from the data server to be made available to other components of the TCS. [SSS327] The RTP interface shall support distributed processing capability. [SSS328] The RTP interface requirements and specifications will be defined in the Data Server IDD, TCS 238."
593,1999 - tcs,Remotely hosted applications shall communicate in a client server relationship via the defined data server interface. [SSS329]
594,1999 - tcs,"The TCS shall provide an internal interface for the SAR Processor in order to disseminate SAR information (to include imagery and telemetry) to other components of the TCS. [SSS330] The SAR Processor interface requirements and specifications will be defined in the TCS to SAR Processor IDD, TCS 240."
595,1999 - tcs,"The TCS shall incorporate an intercom system that provides verbal communicate in the situation where there are multiple operators. [SSS331] The intercom system shall be compatible with service specific voice communication systems. [SSS332] The intercom interface requirements and specifications will be defined in the TCS to Intercom IDD, TCS 253."
596,1999 - tcs,"The TCS shall have ports for outputting data and imagery to an internal hard copy printer. [SSS337] The TCS shall, as a minimum, allow the Operator(s) to print freeze-frame video, C4I Messages, Mission Plans, FD/L information, and current map display to an internal printer. [SSS338] Details of the printer interface will be defined in the TCS to Printer IDD, TCS 255."
597,1999 - tcs,The TCS shall be able to access data storage devices. [SSS339] The TCS shall have the functionality to transfer digital data as well as digital imagery to and from data storage devices. [SSS340]
598,1999 - tcs,The TCS shall provide a CD drive for the retrieval of TCS data. [SSS341]
599,1999 - tcs,The TCS shall provide a tape drive for storage and retrieval of TCS data. [SSS342]
600,1999 - tcs,"The TCS shall provide a RAID for storage and retrieval of TCS data, if required. [SSS343]"
601,1999 - tcs,The TCS shall have an interface to an uninterruptible power supply. [SSS344]
602,1999 - tcs,System Internal Data Requirements
603,1999 - tcs,All TCS internal data decisions will be left to the design and the requirement specifications for system components.
604,1999 - tcs,Adaptation Requirements
605,1999 - tcs,"The TCS design shall consider all safety requirements affecting design and performance except nuclear safety. [SSS345] The TCS safety requirements are intended to eliminate as well as control potential hazards to equipment and personnel involved in the TCS. The TCS shall comply with para 5.3 of MIL-STD 882C, “System Safety Program Requirements”, dated 19 January 1993 w/ Notice 1 dated 19 January 1996. [SSS346]"
606,1999 - tcs,"The TCS design shall provide protection against injury to TCS operators and maintenance personnel. [SSS357] The system design shall use MIL-STD-2036, Section 5.1.3.11 as a guide, with regard to personnel hazards, and MIL-STD-1472D, Section 5.13, as a guide for safety from a human engineering viewpoint. [SSS358]"
607,1999 - tcs,"System safety and health hazards, if any, shall be identified and evaluated during Phase I of the TCS development. [SSS359] Risk levels and a program to manage the probability and severity of hazards shall also be developed. [SSS360]"
608,1999 - tcs,Security And Privacy Requirements
609,1999 - tcs,"The TCS is an Automated Information System (AIS). Therefore, as per DoD Regulation 5000.2-R, dated March 15, 1996, the TCS shall meet security requirements in accordance with DoD Directive 5200.28(D), “Security Requirements for Automated Information Systems” dated March 21, 1988. [SSS361] The TCS shall be accredited by the Designated Approving Authority prior to processing classified as well as sensitive unclassified data. [SSS362]"
610,1999 - tcs,"Links that provide communications between the TCS and other systems shall be secured in a manner appropriate for the sensitivities of the material passed through such links, in accordance with DoD Directive C-5200.5, “Communication Security (COMSEC)” dated 21 April 1990. [SSS365]"
611,1999 - tcs,System Environment Requirements
612,1999 - tcs,The TCS shall be capable of operation within environments specified in the System/Subsystem Design Document for the land-based shelter and shipboard environments. [SSS372] The TCS hardware shall be mounted as well as ruggedized to withstand inter and intra theater movement. [SSS373]
613,1999 - tcs,Resource Requirements
614,1999 - tcs,Hardware Requirements
615,1999 - tcs,The TCS shall have sufficient throughput to support the processing requirements of the selected data link. [SSS382]
616,1999 - tcs,"To meet growth requirements, the TCS shall be capable of adding additional storage without major hardware reconfiguration. [SSS383] The TCS computer system shall contain a CD-ROM drive that is compatible with National Imagery and Mapping Agency (NIMA), CD-ROM Digital Terrain Elevation Data (DTED), Digital Feature Analysis Data (DFAD), and embedded training media. [SSS384]"
617,1999 - tcs,Hardware Resource Utilization Requirements
618,1999 - tcs,"The TCS throughput shall not exceed 50% of the throughput capability delivered over any 10 second period [SSS389], and as an objective throughput shall not exceed 25% of throughput capability delivered over any 10 second period. [SSS390]. The TCS shall be capable of providing a 50% spare memory storage capacity over delivered storage used [SSS391]. As an objective a 75% spare memory storage capacity over storage used shall be provided. [SSS392]"
619,1999 - tcs,Computer Software Requirements
620,1999 - tcs,Computer Communication Requirements
621,1999 - tcs,"The TCS data latency shall not be greater than that present in the Predator ground control station or Outrider ground control station, whichever is smaller. [SSS409]"
622,1999 - tcs,The TCS reliability will be considered in every phase of the design and development process and shall achieve a system reliability (Mean Time Between Failures MTBF) equal to or greater than that which is specified in the Predator and Outrider ORDs. [SSS410]
623,1999 - tcs,The TCS maintainability will be considered in every phase of the design and development process and shall achieve a system maintainability (Mean Time To Repair MTTR) equal to or greater than that which is specified in the Predator and Outrider ORDs. [SSS411] The Design features shall be included to: [SSS412]
624,1999 - tcs,minimize the number and frequency of required preventive maintenance actions based on performance requirements and lowest life cycle costs;
625,1999 - tcs,enable the performance of all maintenance actions with safety and comparative ease by providing adequate access to all equipment components and minimizing the requirements for special tools and test equipment;
626,1999 - tcs,minimize the requirement for specially trained maintenance personnel;
627,1999 - tcs,"The TCS equipment shall achieve an availability (Ao), as defined below, equal to or greater than that which is specified in the Predator and Outrider ORDs. [SSS413] Ao = (OT + ST)/(OT + ST + TPM + TCM + TALDT) where:"
628,1999 - tcs,Testability shall be considered in the design and development of the TCS. [SSS421] The system shall be functionally and physically partitioned to allow for efficient fault isolation. [SSS422] Control over internal items and devices shall be provided for detecting and isolating internal faults. [SSS423] Test points and data paths shall be defined to support efficient fault isolation. [SSS424]
629,1999 - tcs,"System documentation shall be developed as part of the TCS program and will follow MIL-STD-498 for format. [SSS427] The documentation developed shall contain sufficient level of detail to identify the functional, operational and design requirements of the TCS. [SSS428] The documentation shall contain sufficient technical detail to define the hardware and software design implemented to satisfy the system requirements. [SSS429] The TCS documentation shall include: [SSS430]"
630,1999 - tcs,The TCS Software Requirements Specification (SRS) (1 for each CSCI)
631,1999 - tcs,"TCS material factors shall be governed by the NDI, GFE and COTS specifications developed by the equipment manufacturers, where applicable. [SSS431]"
632,1999 - tcs,"TCS hardware flexibility and expansion shall be provided through use of GFE, NDI and COTS hardware designed to be upgraded and expanded. [SSS440]"
633,1999 - tcs,"After emplacement at the operational site, the TCS shall be capable of planning and launching a mission within 1 hour of tasking. [SSS441] Required activities include 1) mission planning of a minimum 1 waypoint mission, 2) preparing 2 AVs for flight, 3) data terminal set-up, 4) safety equipment emplaced, 5) and a single AV launched."
634,1999 - tcs,The TCS shall be capable of operating continuously in functional Operation Mode for a minimum of 72 hours. [SSS442]
635,1999 - tcs,Training Related Requirements
636,1999 - tcs,The TCS shall be ground transportable. [SSS521]
637,1999 - tcs,The TCS shall be air transportable by helicopter (CH-47/CH-53D) and C-130 drive-on/drive-off capable. [SSS522]
638,1999 - tcs,The TCS shall be sea transportable. [SSS523]
639,1999 - tcs,The TCS shall be rail transportable. [SSS524]
640,1999 - tcs,"The TCS shall be configurable for sea, ground, as well as air transport in 2 hours or less. [SSS525] The TCS system shall be capable of being de-configured from sea, ground, as well as air transport and ground-mobile in 2 hours or less. [SSS526]"
641,1999 - tcs,The TCS shall have an objective capability to be integrated and operated from tactical and command and control aircraft. [SSS531] The TCS shall have an objective capability to be integrated and operated from submarines. [SSS532] The TCS shall have a capability to be integrated and operated from land based platforms. [SSS533] The TCS shall have an objective capability to be integrated and operated from ships. [SSS534]
642,1999 - tcs,"All requirements in this specification are of equal weight and criticality unless otherwise identified in the traceability Table in Appendix A. When the requirements of the Operational Requirement Document (ORD), this System/Subsystem Specification (SSS), other related requirement documents, and referenced documents are in conflict, the following precedence will apply:"
643,1999 - tcs,TCS ORD – The ORD shall have precedence over any other TCS documentation.
644,1999 - tcs,TCS SSS – This SSS shall have precedence over other requirements documents except item (1.) above.
645,1999 - tcs,Other TCS requirement documents – Other requirement documents shall have precedence over any referenced documents.
646,1999 - tcs,Referenced documents – Documents referenced herein and in other TCS requirement documents shall have precedence over all applicable subsidiary documents referenced therein.
647,1999 - tcs,"The Quality Assurance (QA) Program is an integral part of the development process for the TCS , whereby all phases of the development of a system must be inspected and tested, as these phases occur. The objectives and processes of the QA Program applicable to this development effort are contained in the TCS Integration Program Quality Assurance Plan, NSWCDD/TR-96/XXX."
648,1999 - tcs,"Verification of requirements will be accomplished by the use of appropriate combinations of inspections, analyses, demonstrations and tests. The method to be used for verification of each requirement is identified in Appendix B. The following defines verification methods as used in this specification:"
649,1999 - tcs,"All QA functions performed will be monitored by the QA Team. Verification will consist of surveillance of the operation to determine that practices, methods, and procedures are being properly applied; product inspection to measure quality of products to be offered for acceptance; and product inspection of delivered products to ensure compliance with all the requirements of this specification."
650,1999 - tcs,"The system will be tested via an integrated program conducted according to the TCS Master Test Plan, NSWCDD/TR-96/XXX. The integrated program consists of three (3) distinct categories, as defined in the Master Test Plan: data link tests, integration tests, and flight tests."
651,1999 - tcs,Requirements Cross Reference.
652,1999 - tcs,"Requirements within this document represent a tailored use of MIL-STD-498. Verification and testing, per Section 4.2, of the system for compliance with the requirements specified herein will be accomplished per the cross-reference tables in Appendix B."
653,1999 - tcs,Requirements Traceability Matrix
654,2003 - qheadache,"This specifications establishes the requirements for the product named Qheadache. The intended audience is the analyst, programmer and tester of Qheadache."
655,2003 - qheadache,The product requires the use of a keyboard and a mouse to interface with the user. It requires a graphical display of at least 800*600 resolution.
656,2003 - qheadache,The product uses the Qt graphical library. It must run with all the operating systems that Qt supports.
657,2003 - qheadache,Site Adaptation Requirements
658,2003 - qheadache,The user must undo and redo its last thousand actions.
659,2003 - qheadache,The product must count and display the time that the user uses to play.
660,2003 - qheadache,The product must count and display the number of the user' asction.
661,2003 - qheadache,The product must record the score (time and number of counts) of a play associated with the name of a user.
662,2003 - qheadache,The product must display a window with all the player' scores.
663,2003 - qheadache,Start Up Requirements
664,2003 - qheadache,Apportioning of Requirements
665,2003 - qheadache,"The product generally requires a mouse and a keyboard for input. Other pointing and input devices are allowable, provided they provide similar functions to a mouse and keyboard, namely the ability to move a cursor onscreen to select buttons and the ability to type names. The product uses menus, graphics and sounds. The hardware and operating system must provide an 800x600 screen resolution. Sound is not required to play the game."
666,2003 - qheadache,The main window shall provide the following parts :
667,2003 - qheadache,"The player clicks on the pushbutton ""OK"". The player statistics are recorded in the statistic file of the software, according to the requirement of the chapter 3.2.3.2."
668,2003 - qheadache,"A dialog box is open : the user could choose a file that will contain all the data of the current game. Next, the following internal data are saved into the file : the current positions of the blocks, their previous positions, the number of the previous movements and the time passed by the user to solve the headache."
669,2003 - qheadache,Menu disappears. Requirements of the action determines the continuation.
670,2003 - qheadache,3.3Performance Requirements
671,2003 - qheadache,The software must be portable to the Windows OS.
672,2005 - microcare,Software Requirements Specification  For Voucher Management System
673,2005 - microcare,System Development:  The system will be developed on Oracle 9i platform Front end will be VB  (visual basic) Reports will be crystal reports 9
674,2005 - microcare,"Storage efficiency:  The structural design of the database will have sequential links with surrogate  keys. The database storage will be highly efficient to manage and avoid empty unused spaced  blocked, properly defragmenter on a periodic basis. This efficiency will have a maximum  provision to expand this program beyond the pilot period,  if the program requirements remain same."
675,2005 - microcare,"Security:  High intrusion controls will be in place in the system and the database.  Access level controls, various organizational level user setting  by including granular model setting."
676,2005 - microcare,"Bar-code –   the system will interface with the bar-code reader to interface all transaction  details. E.g. voucher number verifications, claim form entry and  selection of voucher usage by the clients."
677,2005 - microcare,Bio-metrics – the system will interface with the thumb-print reader for verifying claims form  used by the clients.
678,2005 - microcare,"The principles of the voucher, the contents of the health care services,  their required quality, the standards to be met by the providers and their infrastructure,  as well as the measures for monitoring the  quality have been defined in the PDS."
679,2005 - microcare,First follow-up visit for all clients. If symptoms persist drug regimen will be switched
680,2005 - microcare,Clean claims will be reimbursed via bank transfer.
681,2005 - microcare,Conspicuous claims will be investigated and cleared by the VMU.
682,2005 - microcare,"This section of the document is going to explain the functionalities of  the system, its subsystems and how it’s integrated and working together.  During the system study, it was understood that the first pilot period, twenty  thousand vouchers will be sold, but the VMU-system has the provision to upgrade to meet  the additional market and projects needs."
683,2005 - microcare,The VMU will create the vouchers and sell it to clients through distributors
684,2005 - microcare,The distributor will submit the sales details back to the VMU.
685,2005 - microcare,Each voucher should have two portions with three tear off voucher slips each  for Client and Partner.
686,2005 - microcare,The client and/or the partner will choose the service provider and will get treatment
687,2005 - microcare,If the patient is not cured then the doctor will refer the patient to some other  Hospitals the hospital may be  another VSP or any other.
688,2005 - microcare,"The VSP will submit the claim to VMIU field office to enter those into the database,"
689,2005 - microcare,"The filed office will validate the claim form manually and through system,"
