id,text,is_ambiguous,ambiguity_type,ambiguous_words,source
railway#81,The terminal application shall prevent members of a dedicated shunting team from initiating a new call (unless they are registered as shunting team leader and have left shunting mode using the “maintain group call” function described in 14.2.4).,False,none,,ReqEval_NLP4RE_2020
railway#82,Users shall be prevented from joining a dedicated shunting group by the EIRENE terminal application unless a valid functional number for the group has been successfully registered to the GSM-R network by their terminal.,False,none,,ReqEval_NLP4RE_2020
railway#83,"If an ETCS equipped train passes a level transition to one or more levels for which it is not equipped, ETCS shall initiate a brake application.",False,none,,ReqEval_NLP4RE_2020
space#21,"When memory alignment is permitted, Redundancy Management attempts to reintegrate a processor with the other members of its original FCP virtual group by commanding the affected FCP virtual group to perform re-synchronization operations.",True,referential,,ReqEval_NLP4RE_2020
space#22,Network Element FTSS CSCIIBNF time-out Indicates that the members of the destination virtual group corresponding to the set bits did not free enough space in their input buffers to hold the incoming packet within the allowable time skew.,True,referential,,ReqEval_NLP4RE_2020
space#23,The FTSS shall provide an API call to allow the ICP application to determine on which channel it resides.,True,referential,,ReqEval_NLP4RE_2020
space#24,The FTPP shall recover from a babbling NE or ICP within 40 milliseconds after it is detected.,True,referential,,ReqEval_NLP4RE_2020
space#25,It shall be possible to modify the CT whenever any of this information is changed by using a CT update primitive in a synchronous and atomic manner.,False,none,,ReqEval_NLP4RE_2020
space#26,"When a majority, but not a unanimity, of FCP members are observed with packets in their output buffers, a time-out shall (3.2.2.6.7) be initiated.",True,referential,,ReqEval_NLP4RE_2020
space#27,"When the timestamp counter reaches the maximum value (Hex FFFFFFFF or approximately 5500 seconds), it shall (3.2.2.7.6) wrap around to zero.",False,none,,ReqEval_NLP4RE_2020
space#28,The Start-Up shall synchronize its FCP with other operational FCPs.,False,none,,ReqEval_NLP4RE_2020
space#29,"The Scheduler shall detect 50 Hz, 10 Hz, and 1 Hz frame overruns at the next frame following the end of their respective rate boundaries.",True,referential,,ReqEval_NLP4RE_2020
space#30,The FTSS shall wait for the ICP to signal that it has completed initialization before suspending the application for memory re-alignment.,True,referential,,ReqEval_NLP4RE_2020
