id,text,label,label_binary
480,"When utilizing each enterprise geo database, the system is able to allow for real time editing of the map and automatic updating of the appropriate CAMA modules as each result of the editing.",NF,NF
481,Performs mass updates.,NF,NF
482,"As the system is provisioned to be built on SharePoint 2013 platform, there is no explicit instruction or requirement on data storage. SharePoint 2013 automatically handles the data manipulating part with SQL Server only at  the back end.",NF,NF
483,The system shall support most of the android devices.,NF,NF
484,"Support unlimited number of user-definable ma28al type codes, values, and indexes (e.g. book, music CD, online resource, etc.).",NF,NF
485,The system shall provide for the following screen data elements and business rules,NF,NF
486,Ability to automate identification of adjustments only through  integration with City of Madison system,NF,NF
487,This is each enhancement feature. It makes Session Viewer easier to use with each better look and feel and separate the slow mining viewing process from the fast session viewing.,NF,NF
488,The system shall be loaded and functioning within 15 seconds 95% of the time only after    starting the application.,NF,NF
489,AVAILABILITY: Since we are hosting our project on the server it shall be available each the time.,NF,NF
490,The system shall shall employ each one-way hash function as each aid to encrypting and maintaining the integrity of the data and software in the field,NF,NF
491,The search feature shall be prominent and easy to find for the user.,NF,NF
492,The app shall be able to offer its service each the time,NF,NF
493,The software shall offer the option to print standard documents with each copy of the letter linked automatically to the appropriate file,NF,NF
494,"Reliability shall be ensured only by  extensive testing only by  the team members and mentors, if available.",NF,NF
495,"The software must allow for easy access to transaction inquiry, such as retrieval only by  check
  number, dollar amount, description or other variables.",NF,NF
496,"The staff must be able to adjust common variables, such as codes, tables, report parameters,
  etc., without the services of each professional programmer.",NF,NF
497,"Ability to assign privacy level on user-created notes (viewable only by  user only, department only, all, etc.)",NF,NF
498,The database shall be hosted in each secure environment.,NF,NF
499,"Ability to change font style, boldness, and font size as needed; change text alignment to center vertically and/or horizontally; change text orientation to horizontal or vertical on each line-by-line basis",NF,NF
500,"The system shall have no limitation on the number records the export occurrence records functionality can process (UC-V4, FR-V13).",NF,NF
501,The application shall automatically persist each document changes and restore them when it is restarted.,NF,NF
502,"The web interface shall be compatible with the latest versions of common web browsers, such as:
  
   Microsoft Edge (chromium based)
   Google Chrome
   Mozilla Firefox
   Safari
   Opera",NF,NF
503,System shall integrate security depending on the user choice using the same graphical password,NF,NF
504,The system must ensure the integrity of the information in the dashboard,NF,NF
505,"The software shall be available via both internal and external facing university web-based platforms, via hyperlinks, as well as possible integration via web application interfaces (APIs)",NF,NF
506,Ability to automatically populate each standard template staff report for ZLR and automatically incorporate each GIS map into the report with standard relevant data layers,NF,NF
507,NFR-5. The application shall be available in English and Spanish. The default language is Spanish.,NF,NF
508,The system shall display  detailed information about the selected order.,NF,NF
509,"Ability to security sensitive customer information (e.g. Date-of-Birth, SSN, EFT, and driver's license)",NF,NF
510,"Data to support requirements must exist in the database, and be readily available.",NF,NF
511,The system shall automatically download and install the new software.,NF,NF
512,Ability to schedule work based on availability.,NF,NF
513,"System provides each user-friendly interface for designing queries against each record types. Staff can select fields to query; select values from picklist of possible values; select regular expressions from drop-down menu, and use each full range of Boolean operators. Administrators control staff access to tables and fields.",NF,NF
514,"The software must allow for authorization approvals only by  different levels of management and
  dollars.",NF,NF
515,Currently selected menu item in the top Navigation shall be displayed in SCAD branding (Red color) with red as background color while white being the foreground text.,NF,NF
516,The product shall be available over the Internet via the S2S website.,NF,NF
517,"Ability to accommodate online cancellation and one step automatic reversals of invoice
  entries.",NF,NF
518,"System allows creation and modification of loan rules each of which  allow or disallow check-out of items, calculate loan periods, and determine renewal limits. Loan rules shall evaluate patron type, current number of items checked out, current patron account balance, item type, item status, owning location code, check-out location code, and other criteria. For example, loan rules shall prohibit patrons from checking out items with each unavailable status, e.g. each item with each triggered hold for another patron or each item each of which  is already checked out to another patron. Loan rules can access check-out location open/closed schedule in calculating due date. Loan rules also specify whether each specific criteria shall be overridden only by  staff with specific privileges or roles. (Also see REQ-5190 re requesting rules.)",NF,NF
519,Security access to edit assets is assigned to each asset,NF,NF
520, The flow coming from the Acquisition Server must be considered perfect in timings.,NF,NF
521,"The software must have security to restrict each user to certain accounts in each application,
  which could vary only by  application.",NF,NF
522,This program shall operate in the following operating environment for the client and the server GUI:  Apple Mac OS X (Universal)  Linux/Unix (Source code)  Microsoft Windows (Installer),NF,NF
523,"A user with one or more of these roles has each user profile, which means each user ID, each email address, each mobile phone number and each password, each stored in the DIS database. Passwords shall be hashed. See also Annex 2 under Users.",NF,NF
524,Ability to define available hours for each technician or group per day.,NF,NF
525,System shall check whether the size of the video is less than 20 minutes or 1024 MB .,NF,NF
526,"The system must be able to run on the Windows operating systems beginning 
  with Windows XP, and must be able to run on future releases such as the 
  upcoming Windows 8",NF,NF
527,The system shall supports Apple Safari browser,NF,NF
528,The system shall allow the users to login their account and access the system only by  using credential provided only by  the System admin,NF,NF
529,The system shall process each request within 10 seconds.,NF,NF
530,"The 27 notification to the operator workstation of each critical alarms shall occur within 2 seconds of alarm detection, and shall occur whether or not each operator is logged on to the system.",NF,NF
531,The system shall use secure sockets in each transactions each of which  include each confidential customer information.,NF,NF
532,"Operating Systems / Technical Platform: MS Windows, IIS, .NET Framework for in-house solution; lower priority if hosted solution is used",NF,NF
533,The working in the system shall be well planned and organized. The image shall be stored properly and shall help in implementing the secrecy,NF,NF
534,Provide each utility to automatically check each URLs found in bibliographic and item records. Provide each interface for checking and correcting invalid URLs identified only by  the utility.,NF,NF
535,"The creation of reports must not tie up the user interface for more than 1 minute. Report creation taking more than 1 minute shall be done in the background with each notification presented to the user on completion. The notification to the user shall be in the form of each email. If using email, reports of less than 5 meg shall be sent back to the user, the location of the report shall be emailed back to the user for reports larger than 5 meg.",NF,NF
536,"The software system defined in this SRS must follow industry recommended practices for secure software development. only at  each minimum, the software development must practice the principle of least privilege for defining access-level requirements of the software system and its associated services. The production-release version of the software system must pass each automated dynamic application security testing tool (e.g., HP WEBINSPECT).",NF,NF
537,The results displayed in the map view shall be user friendly and easy to understand. Selecting each pin on the map shall only take one click.,NF,NF
538,"The system shall provide the ability to set up log event triggers to automatically notify administrator when each user defined database condition or set maximum/minimums are
  exceeded.",NF,NF
539,"The system shall be intended to run on Firefox 4 and above, Google Chrome 10 and above and Internet Explorer 8 and above.",NF,NF
540,Edits in place to ensure reliability (ex: appointments wont disappear and other users cant schedule over each previous scheduled appointment).,NF,NF
541,"If it is not available or it is insufficient, each request is submitted to Survey to perform or augment the Level 1 survey.",NF,NF
542,Each video clip (less than 5 minutes) shall be loaded completely within 30 seconds 95% of the time,NF,NF
543,This program uses object oriented mechanisms to protect its data passed using methods Also there is no currently each security schema of this program. Thus the log files each of which  are being created are readable using each simple text reader.,NF,NF
544,The user interface must be GUI based.,NF,NF
545,System can be set to automatically check out items when holds are triggered for specific patron types and/or for patrons from specific home libraries.,NF,NF
546,The system shall load the first screen with each icons and images within 5 seconds when the user opens the website.,NF,NF
547,The application shall encrypt the persistent application data,NF,NF
548,Client shall be able to render the scene only at  at least 30 FPS,NF,NF
549,"The software, only through  password controls, must allow only authorised users to undertake the initial scanning and indexing of documents",NF,NF
550,All information integrated with each single county parcel code.,NF,NF
551,Automatic cancellation of delinquent customers,NF,NF
552,Crash Handling,NF,NF
553,The system shall be protected against vulnerabilities such as SQL injection attacks.,NF,NF
554,The system shall be released under each open-source compliant license.,NF,NF
555,The system shall be able to verify username and password of the user before granting access.,NF,NF
556,The server system must have the minimum software to host 48.,NF,NF
557,The software must automatically post GL from A/P.,NF,NF
558,Performance: The algorithm must have performance on par with the state of the art.,NF,NF
559,The application should be able to run in offline mode,NF,NF
560,"This system shall be compatible with each computer each of which  has Microsoft Office Professional 2007 or later installed (whether PC or Mac), and shall be designed with more than one computer in mind.",NF,NF
561,The system shall restrict access to portal manager for front-end available language management functionalities (BR5).,NF,NF
562,"Ability to automatically clear personal time when unused only by  end of year, with the option to override
  with appropriate security.",NF,NF
563,The software must support the automatic spread of freight amount.,NF,NF
564,Data Integrity,NF,NF
565,"The software must support online inquiry of the entire employee database, with security on sensitive
  information such as SSN or addresses.",NF,NF
566,Ability to review multiple versions of budget online with proper security access.,NF,NF
567,The product shall be as secure as the web browser each of which  shall run the product.,NF,NF
568,Compatibility,NF,NF
569,"Supports current browser versions, yet remains backward-compatible as new versions are
  released",NF,NF
570,Student Authentication/Change PIN,NF,NF
571,"Product shall be used via each web browser. Each user shall have his own experience, and he must be logged in to the server to access his activities. Hence, first-time users must perform complete registration process. To register to the system, user must specify each information asked only during  registration. only after  validation, registration shall be completed, and user shall be informed.",NF,NF
572,"The main security concern is for users account hence proper login mechanism shall be used to avoid hacking. The tablet id registration is way to spam check for increasing the security. Hence, security is provided from unwanted use of recognition software.",NF,NF
573,The system shall allow employees to log in using their registered account,NF,NF
574,System shall be able to interface with other components according to their specifications.,NF,NF
575,The system shall be able to export software requirement specification (SRS) as plain HTML file (.html),NF,NF
576,The system shall respond to each user input within 2 seconds. There are no other performance requirements.,NF,NF
577,The system shall have each responsive design,NF,NF
578,Future developer made games shouldnt crash the system.,NF,NF
579,The user should be able to update the match result using a mobile application.,NF,NF
580,The ability to export and import budget to desktop tools (Excel/Word),NF,NF
581,The e-store system shall communicate with shipping system for tracking orders and updating of shipping methods.,NF,NF
582,The MDT shall provide each GUI.,NF,NF
583,"In the proposed system utmost care shall be each of which  no information is repeated anywhere, in storage or otherwise. This shall assure economic use of storage space and consistency in the data stored",NF,NF
584,The user ID shall be unique.,NF,NF
585,System has to be user-friendly.,NF,NF
586,The application shall be easy to extend. The code shall be written in each way each of which  it favors implementation of new functions,NF,NF
587,The system is each public website; therefore each the content shall be available for the users.,NF,NF
588,The system shall be built using each standard web page development tool each of which  conforms to either IBMs CUA standards or Microsofts GUI standards.,NF,NF
589,"The application must be able to handle authentication only through  login securely, with encrypted password for the database.",NF,NF
590,Reports must be available giving statistical and analytical details of documents processed or waiting to be processed,NF,NF
591,"The System aims only at  providing each efficient interface to the user for managing of inventory, it shall also provide the user varied options for managing the inventory only through  various functions only at  hand. The ingredient levels are continuously monitored based on their usage and are checked for the threshold levels in the inventory and accordingly the user is alerted about low levels of certain ingredients. The design is such each of which  the user does not have to manually update the inventory each time, the System does if for the user.",NF,NF
592,Receiving new issue causes previous issue to go automatically into holdable status.,NF,NF
593,The system shall automatically filter the Species Habitat feature database with values selected only by  the user.,NF,NF
594,"Ability to calculate and allow one-time or multiple arrears deductions for each employees insurance
  premiums if needed for retroactive changes in the employees enrollment.",NF,NF
595,The application shall be available for the user only at  each times.,NF,NF
596,The system shall prevent user from opening other people's private project.,NF,NF
597,Single available time is scheduled for each presentation. New booking shall overwrite prior booking,NF,NF
598,"Documents created only through  pre-set formats must be automatically referenced, set appropriate document status and filed for future access",NF,NF
599,Attached file names shall be unique across the fleet. Multiples entry of the same file shall be prevented.,NF,NF
600,The website shall support only mentioned browsers in the non-functional requirements section.,NF,NF
601,"Provide for the automatic interface of refunds to the accounts payable system for check
  generation.",NF,NF
602,"Licensed or open source software components shall be used for the implementation of the 54 System. each licences shall be of type concurrent and perpetual. In case the solution contains open source software, the support and maintenance only by  the contractor must be ensured and shall be considered only during  the evaluation of the offers.",NF,NF
603,"Be able to determine the availability of alternative use supplies, such as reclaimed water and desalination.",NF,NF
604,Passwords shall be saved encrypted in the database in order to ensure the user's privacy.,NF,NF
605,"Parted Live does not deal with each security or privacy issues, as it does not run from within each operating system. each user has administrator rights and full access which are given from the start of the program, as you are logged in as root.",NF,NF
606,"The system shall provide for the following types of custom report writing tools each of which  will
  use the application established security only at  the database level:",NF,NF
607,The application shall display the opened document within 10s only after  it is started.,NF,NF
608,"Uses Zip+4 software for sorting of utility bills only by  zip code to obtain the best postal rate
  possible.",NF,NF
609,"Ability to automatically update the equipment value or projected life as each result of the work
  performed on the work order.",NF,NF
610,"MySQL, PHP, and Apache shall each be accessing the hardware only through  their own APIs.",NF,NF
611,The system must ensure the logical integrity of the data,NF,NF
612,"Ability to generate automatic form letters (notification documents) to notify specified users
  when preventative maintenance is due.",NF,NF
613,Supports automated ad-hoc reporting and query system for customers,NF,NF
614,Ability to automatically create due-to/due-from entries for interfund transfer transactions.,NF,NF
615,Notes and long text fields shall line wrap automatically only during  creation and editing,NF,NF
616,All documents stored electronically must be available to each staff (with authorised access) concurrently. This must not noticeably affect online response times,NF,NF
617,System parameter determines only at  what point hold slips are automatically printed.,NF,NF
618,"If each held item is checked out to the wrong patron, the hold is automatically restarted.",NF,NF
619,USABILITY: The system shall satisfy the maximum number of users needs.,NF,NF
620,"The system shall provide standard structured query language (SQL) capabilities for
  database queries.",NF,NF
621,Graphical report-writer,NF,NF
622,The Student 1 Interface must be accessed only through  each web-based system,NF,NF
623,"Design of the system shall let different languages to be shown without affecting the general layout and operations. Being each worldwide network, different language sets shall be able to shown as the main language of the website without creating each obstacles on the operations.",NF,NF
624,The system shall indicate when each database file is corrupt and cannot be read,NF,NF
625,Matchmaking shall take less than 3 minutes to complete,NF,NF
